ó\îıëIî≤No.,Brixè„,BrixíÜ,BrixïΩãœ,ëIî≤(1/0)
1875,17.6,7.4,12.5,0
1876,18.2,12.6,15.4,0
1877,17.8,14.6,16.2,1
1878,16.6,12,14.3,0
1879,18.2,13.8,16,1
1880,16.2,10.2,13.2,0
1881,20.2,15.2,17.7,1
1882,17.2,10,13.6,0
1883,19,18,18.5,1
1884,17.4,10.4,13.9,0
1885,19.2,17.2,18.2,1
1886,17.6,15.6,16.6,1
1887,18.2,12.2,15.2,0
1888,18.2,14.2,16.2,0
1889,16.2,13,14.6,0
1890,15.2,11,13.1,0
1891,18.4,11.8,15.1,1
1892,19.2,10.8,15,0
1893,18,12.4,15.2,0
1894,18.4,12.8,15.6,1
1895,18.4,12.8,15.6,1
1896,21,18.2,19.6,1
1897,18.4,12.8,15.6,0
1898,18,12.2,15.1,0
1899,21.4,14.8,18.1,1
1900,18.8,13.2,16,1
1901,17.2,12.8,15,0
1902,19.2,11.6,15.4,1
1903,20,14.8,17.4,1
1904,18.6,10.4,14.5,0
1905,18,13.8,15.9,1
1906,14,11.6,12.8,0
1907,16.8,7.4,12.1,0
1908,16.2,10,13.1,0
1909,17.4,12.8,15.1,0
1910,16,12.4,14.2,0
1911,18.4,13.2,15.8,1
1912,17.8,15.2,16.5,1
1913,17,9.8,13.4,0
1914,18,14,16,1
1915,16.4,13.8,15.1,0
1916,18,12.8,15.4,0
1917,17.4,13,15.2,0
1918,16,14.8,15.4,0
1919,17.2,11.8,14.5,0
1920,16.4,9.2,12.8,0
1921,19,14.8,16.9,1
1922,17,15.2,16.1,1
1923,15,12,13.5,0
1924,16.4,10.4,13.4,0
1925,17.4,13.4,15.4,1
1926,15.8,10.8,13.3,0
1927,17.4,9.2,13.3,0
1928,16.2,15,15.6,1
1929,17,14.4,15.7,0
1930,19.8,14.8,17.3,1
1931,18,15.2,16.6,1
1932,19.2,16.2,17.7,0
1933,17.6,13.2,15.4,0
1934,19,17.4,18.2,1
1935,19,16.2,17.6,1
1936,17.4,13.2,15.3,0
1937,17.6,6.8,12.2,0
1938,15.6,11.8,13.7,0
1939,16.4,8.8,12.6,0
1940,18.2,9.8,14,0
1941,19.4,14.8,17.1,1
1942,17,13.8,15.4,0
1943,18.8,12.4,15.6,1
1944,16.2,10.8,13.5,0
1945,16.4,9.8,13.1,0
1946,17.8,15.2,16.5,1
1947,16.4,13.2,14.8,0
1948,17.2,12.4,14.8,0
1949,16.4,11.2,13.8,0
1950,17.4,9.2,13.3,0
1951,15.8,11.2,13.5,0
1952,14.8,11.2,13,0
1953,17.8,11.2,14.5,0
1954,15.8,11,13.4,0
1955,15.4,9.8,12.6,0
1956,15.8,10.6,13.2,0
1957,19.8,12.2,16,1
1958,17.8,13.4,15.6,0
1959,15.6,10,12.8,0
1960,19.2,11.8,15.5,1
1961,19,17,18,1
1962,21.2,17.4,19.3,1
1963,14.2,8,11.1,0
1964,20.4,14.4,17.4,1
1965,20.4,19.2,19.8,1
1966,19.4,18.8,19.1,0
1967,18,18,18,0
1968,18.8,13,15.9,1
1969,19.2,13.2,16.2,1
1970,20.2,19.2,19.7,1
1971,18.8,12.2,15.5,1
1972,19.4,15.8,17.6,0
1973,19,16.6,17.8,1
1974,20,19.8,19.9,1
1975,20.4,17.4,18.9,1
1976,18.2,15.8,17,1
1977,18.8,14.8,16.8,1
1978,19.4,19.2,19.3,1
1979,20.8,19,19.9,1
1980,18.8,11.8,15.3,0
1981,21.2,17.2,19.2,1
1982,22,21.2,21.6,1
1983,18.2,15,16.6,1
1984,19.2,11.4,15.3,1
1985,19.8,13.2,16.5,1
1986,21,17.4,19.2,1
1987,18.8,14.8,16.8,1
1988,21.6,20.2,20.9,1
1989,20.4,19.8,20.1,0
1990,23,19.2,21.1,1
1991,20.6,13.4,17,1
1992,18.8,13.2,16,1
1993,17.4,12.8,15.1,0
1994,21.2,15.2,18.2,1
1995,20.2,12.8,16.5,0
1996,22,17.8,19.9,1
1997,18.2,17.4,17.8,1
1998,19,14.8,16.9,1
1999,22.2,20,21.1,1
2000,17.2,14,15.6,0
2001,17.8,14.8,16.3,1
2002,18,16.4,17.2,1
2003,17,13.8,15.4,1
2004,19,14.8,16.9,1
2005,16.4,10.8,13.6,0
2006,17,15.4,16.2,0
2007,17.4,16.2,16.8,1
2008,15,12.2,13.6,0
2009,17.2,13.8,15.5,1
2010,17.6,12.6,15.1,0
2011,15,11,13,0
2012,16.2,10.8,13.5,0
2013,13.2,11.2,12.2,0
2014,15,14.8,14.9,0
2015,16.8,14.2,15.5,1
2016,16,12.4,14.2,0
2017,16.2,15,15.6,1
2018,17.2,15,16.1,1
2019,16.8,14.8,15.8,1
2020,15.8,14.8,15.3,0
2021,19.2,16.8,18,0
2022,20.8,18.8,19.8,1
2023,17.8,15.4,16.6,1
2024,19.2,16.4,17.8,1
2025,16.2,14,15.1,0
2026,19,17,18,1
2027,18.4,16.8,17.6,0
2028,19.2,17.2,18.2,1
2029,20,15,17.5,1
2030,17.6,15.4,16.5,1
2031,21.2,19.4,20.3,1
2032,21.2,19.2,20.2,1
2033,17.8,16.8,17.3,1
2034,18,16.4,17.2,1
2035,18.8,14.2,16.5,1
2036,18,13.4,15.7,1
2037,17.2,10.8,14,0
2038,18.8,13.4,16.1,1
2039,21.2,19.8,20.5,1
2040,18.4,16.2,17.3,1
2041,17,15.2,16.1,1
2042,19.6,15,17.3,1
2043,19.4,15.2,17.3,1
2044,19.8,14.8,17.3,1
2045,18,13.8,15.9,0
2046,17.2,14.8,16,1
2047,19.6,19.8,19.7,1
2048,16.8,13,14.9,0
2049,20.2,17.2,18.7,1
2050,15.8,14.2,15,0
2051,17.2,16,16.6,1
2052,19.8,13,16.4,0
2053,16.2,13.2,14.7,0
2054,15,14.8,14.9,0
2055,15,13.8,14.4,0
2056,19.2,15,17.1,1
2057,12,10,11,0
2058,14.8,14,14.4,0
2059,15.8,15.8,15.8,0
2060,14,14.2,14.1,0
2061,16.4,16,16.2,0
2062,16,15,15.5,1
2063,18,15.8,16.9,1
2064,16,16.2,16.1,1
2065,19,16.8,17.9,1
2066,18,14.8,16.4,1
2067,16,13,14.5,0
2068,15.8,12.8,14.3,0
2069,16,14.8,15.4,1
2070,17.2,15,16.1,1
2071,18,16.2,17.1,1
2072,18,16.8,17.4,1
2073,17,15.2,16.1,1
2074,17.2,14.8,16,1
2075,18.2,15,16.6,1
2076,18,15.8,16.9,1
2077,15,15.2,15.1,1
2078,15,14,14.5,0
2079,12,10,11,0
2080,15.2,10.2,12.7,0
2081,19,17.2,18.1,1
2082,17,15.2,16.1,1
2083,16,12.2,14.1,0
2084,15.4,14.2,14.8,0
2085,17.2,14,15.6,1
2086,19.2,18.4,18.8,1
2087,17,16.8,16.9,1
2088,17.2,14.8,16,1
2089,17.4,15.4,16.4,1
2090,17,13.2,15.1,1
2091,13.4,17.2,15.3,1
2092,18,14.8,16.4,1
2093,18.2,16.2,17.2,0
2094,17.2,14.2,15.7,0
2095,16.4,16.2,16.3,0
2096,17.2,14.6,15.9,1
2097,18.4,14.8,16.6,1
2098,18,15.8,16.9,1
2099,17.4,14.2,15.8,0
2100,16.2,10.2,13.2,0
2101,19,17.2,18.1,1
2102,17,12,14.5,0
2103,17,15.2,16.1,1
2104,19,15.2,17.1,1
2105,18,15.2,16.6,1
2106,20.2,14.8,17.5,1
2107,18,16.8,17.4,1
2108,20.6,14.8,17.7,1
2109,16.4,11,13.7,0
2110,18.2,11.4,14.8,0
2111,16.6,11.8,14.2,0
2112,18.4,15,16.7,1
2113,15.6,9,12.3,0
2114,17.6,14.2,15.9,1
2115,14.8,10.8,12.8,0
2116,14.8,9.2,12,0
2117,14.8,12.2,13.5,0
2118,16.4,12.6,14.5,0
2119,17.2,15,16.1,1
2120,17.6,13.8,15.7,1
2121,15.2,12.4,13.8,0
2122,16.8,11.2,14,0
2123,16,12.2,14.1,0
2124,18.2,11.8,15,0
2125,19.2,11,15.1,0
2126,20.6,14.6,17.6,1
2127,17.6,13.2,15.4,1
2128,17.4,10,13.7,0
2129,15,12,13.5,0
2130,16.2,13.6,14.9,0
2131,14.2,12.4,13.3,0
2132,18.4,13.4,15.9,1
2133,15.8,12,13.9,0
2134,18.6,16.4,17.5,1
2135,18.2,15,16.6,1
2136,18.8,19.2,19,1
2137,18.6,14.8,16.7,1
2138,14.8,10,12.4,0
2139,16.2,10.2,13.2,1
2140,16.4,11.8,14.1,0
2141,12.2,10.6,11.4,0
2142,17.4,14.4,15.9,0
2143,17.6,13.6,15.6,0
2144,18.4,14.2,16.3,1
2145,19.2,15,17.1,1
2146,20.4,19.6,20,1
2147,18.8,11.6,15.2,0
2148,17,17.6,17.3,1
2149,15,15,15,0
2150,20.6,14.2,17.4,1
2151,20,15.6,17.8,1
2152,19.8,20,19.9,0
2153,17.8,12.2,15,0
2154,18.2,16.4,17.3,1
2155,19.2,15.6,17.4,1
2156,20,14.2,17.1,1
2157,18.2,16.4,17.3,0
2158,18.6,15.6,17.1,1
2159,18.6,14.2,16.4,1
2160,19.4,16.2,17.8,1
2161,18.2,10.6,14.4,0
2162,18.6,14.2,16.4,1
2163,19.2,18.6,18.9,1
2164,18.6,16.2,17.4,0
2165,15,12.2,13.6,1
2166,17.6,10.8,14.2,0
2167,15,9.6,12.3,1
2168,21.2,19.2,20.2,0
2169,16.6,13.6,15.1,0
2170,16.4,10,13.2,0
2171,18.4,16.8,17.6,1
2172,20.4,17.4,18.9,1
2173,17.8,10,13.9,0
2174,19,10,14.5,0
2175,18.8,16.4,17.6,1
2176,17.4,10.4,13.9,0
2177,21.6,18.8,20.2,1
2178,18.6,12.2,15.4,1
2179,19.2,10,14.6,0
2180,18.4,18,18.2,1
2181,20.4,13.2,16.8,1
2182,18.4,11.4,14.9,0
2183,11,10,10.5,0
2184,15,11.2,13.1,0
2185,14,11.2,12.6,1
2186,9.6,9,9.3,0
2187,19,11,15,1
2188,18.6,14,16.3,1
2189,19.8,16.6,18.2,1
2190,20.8,11.6,16.2,1
2191,18.2,10.6,14.4,0
2192,21.4,13.6,17.5,1
2193,20.6,15,17.8,1
2194,17.8,13,15.4,0
2195,17,14.6,15.8,1
2196,18.4,12,15.2,0
2197,16.8,10,13.4,0
2198,18.2,10.8,14.5,0
2199,18.4,13,15.7,1
2200,18.2,12,15.1,0
2201,16.2,9.8,13,0
2202,18.2,16,17.1,1
2203,20.6,13,16.8,1
2204,19.8,14,16.9,1
2205,21.2,11,16.1,0
2206,20,15.6,17.8,1
2207,18.4,8.2,13.3,0
2208,21.4,15.4,18.4,1
2209,18.4,11.4,14.9,0
2210,19.8,13.8,16.8,1
2211,16.8,12.4,14.6,0
2212,21.2,16.4,18.8,1
2213,19.4,11.2,15.3,1
2214,21.6,11.2,16.4,1
2215,21.8,10.6,16.2,1
2216,18.8,11.6,15.2,1
2217,17.8,14.2,16,0
2218,18.6,12.6,15.6,1
2219,17.4,11.4,14.4,0
2220,15,14,14.5,0
2221,18,12.6,15.3,0
2222,20,18,19,1
2223,16.2,11.6,13.9,0
2224,18.2,14,16.1,1
2225,12.4,10,11.2,0
2226,20.2,15.4,17.8,1
2227,19.8,17.2,18.5,1
2228,18.6,9.8,14.2,0
2229,16.6,14.4,15.5,1
2230,15,10,12.5,0
2231,18,12.4,15.2,0
2232,19.4,17.8,18.6,1
2233,16.2,12.4,14.3,0
2234,20.2,11,15.6,1
2235,17.6,18.6,18.1,1
2236,16.8,11.8,14.3,0
2237,17.8,11,14.4,0
2238,18.6,12.4,15.5,1
2239,18.4,12.6,15.5,0
2240,16.4,11,13.7,0
2241,15.8,13.8,14.8,0
2242,18.6,13.2,15.9,1
2243,16.8,10.2,13.5,0
2244,18.8,17.4,18.1,1
2245,20.4,9.6,15,0
2246,18.2,16.8,17.5,0
2247,17.8,12.8,15.3,1
2248,19,11.6,15.3,1
2249,20,15,17.5,1
2250,17.8,12,14.9,0
2251,22.6,16.2,19.4,1
2252,21.6,17.4,19.5,1
2253,20.4,15.2,17.8,1
2254,22.2,16.8,19.5,1
2255,17.8,11.4,14.6,0
2256,20.4,15.6,18,1
2257,18.6,9,13.8,0
2258,17.4,16.4,16.9,1
2259,20,15.4,17.7,1
2260,20.8,15,17.9,1
2261,19,14,16.5,1
2262,21,14.4,17.7,1
2263,20,17.2,18.6,1
2264,17.2,13.2,15.2,0
2265,18,11.8,14.9,0
2266,21.6,17.8,19.7,1
2267,20.8,18.6,19.7,1
2268,17.4,14.6,16,1
2269,13.6,10.2,11.9,0
2270,16.2,14.2,15.2,0
2271,18,13.6,15.8,1
2272,16.4,10.8,13.6,0
2273,17.6,15.6,16.6,1
2274,14.6,7.6,11.1,0
2275,17,13.2,15.1,0
2276,16.2,14.6,15.4,0
2277,17,15.6,16.3,1
2278,15.4,9.8,12.6,0
2279,16.4,10.4,13.4,0
2280,16.6,13.4,15,0
2281,17.4,13,15.2,0
2282,15.2,12.4,13.8,0
2283,17,11.6,14.3,0
2284,16.6,12.2,14.4,0
2285,19.4,16.6,18,1
2286,17.8,17.4,17.6,1
2287,15.2,14.6,14.9,0
2288,15.8,9.4,12.6,0
2289,15.8,13,14.4,0
2290,15.8,11.2,13.5,0
2291,15.2,13.2,14.2,0
2292,18.8,15,16.9,1
2293,17.8,16.4,17.1,1
2294,17,14.2,15.6,0
2295,18.6,13.4,16,1
2296,19.2,15.8,17.5,1
2297,13,10,11.5,0
2298,13.6,9.6,11.6,0
2299,16.4,11,13.7,0
2300,15.8,10.6,13.2,0
2301,15.6,14.2,14.9,1
2302,16.6,12.8,14.7,0
2303,15,15.4,15.2,0
2304,19.6,16.8,18.2,1
2305,17.6,16.6,17.1,1
2306,17.6,12.6,15.1,1
2307,17.8,15,16.4,0
2308,17.6,12.4,15,0
2309,19.8,10,14.9,0
2310,20.4,16.6,18.5,1
2311,20.6,17.4,19,1
2312,19.2,17.8,18.5,1
2313,16.8,14.2,15.5,1
2314,18.2,19.8,19,0
2315,20.6,17.4,19,1
2316,17.4,11,14.2,0
2317,17.4,16.6,17,1
2318,15.8,11.2,13.5,0
2319,18.2,15.2,16.7,1
2320,19.6,14.8,17.2,1
2321,17.6,15.8,16.7,1
2322,13.2,11.6,12.4,0
2323,13,9.4,11.2,0
2324,14.2,11.4,12.8,0
2325,14,11.6,12.8,0
2326,15.2,14.2,14.7,0
2327,13.2,11.2,12.2,0
2328,15.4,8.2,11.8,0
2329,12.6,11.4,12,0
2330,14.2,11.4,12.8,0
2331,17.6,9.6,13.6,0
2332,16.6,12.8,14.7,1
2333,17.8,11,14.4,1
2334,15.2,11.2,13.2,0
2335,15,11.4,13.2,0
2336,17.2,10,13.6,0
2337,18.8,9.6,14.2,0
2338,18.6,12,15.3,1
2339,18.4,12,15.2,0
2340,19.4,15,17.2,1
2341,19.2,15.8,17.5,1
2342,19.6,14.2,16.9,1
2343,16.6,12.2,14.4,0
2344,18.2,14.6,16.4,1
2345,14.4,13.2,13.8,0
2346,16.4,10.2,13.3,0
2347,18.4,12.6,15.5,1
2348,20.2,17.4,18.8,1
2349,16.6,9.4,13,0
2350,18.4,9.2,13.8,0
2351,18.8,8.6,13.7,0
2352,17.4,8,12.7,0
2353,18.8,8.4,13.6,0
2354,18.6,13.2,15.9,0
2355,19,15.4,17.2,1
2356,19.4,10,14.7,0
2357,16.8,10.8,13.8,0
2358,17.6,13,15.3,0
2359,16.6,8.4,12.5,0
2360,19.4,13.4,16.4,0
2361,18.8,14,16.4,1
2362,18.8,9,13.9,0
2363,18.4,12.2,15.3,0
2364,19.2,14.6,16.9,1
2365,19.4,9,14.2,0
2366,20.4,11.2,15.8,1
2367,19.8,15.6,17.7,1
2368,19.8,14.2,17,1
2369,17.8,10,13.9,0
2370,19.4,10.2,14.8,0
2371,20.6,11.6,16.1,1
2372,21,10,15.5,1
2373,20,15,17.5,1
2374,21.4,8.4,14.9,0
2375,17.8,12.6,15.2,0
2376,20.4,11.2,15.8,1
2377,18.8,8.8,13.8,0
2378,17.8,8.6,13.2,0
2379,19.6,14.2,16.9,1
2380,18.8,8.2,13.5,0
2381,21,10.8,15.9,1
2382,20,12.2,16.1,1
2383,19.2,16.2,17.7,1
2384,18.8,13,15.9,0
2385,19.6,10.6,15.1,1
2386,19,13.8,16.4,1
2387,19,10.8,14.9,0
2388,18.4,10,14.2,0
2389,20.4,10.2,15.3,1
2390,16.8,12.2,14.5,0
2391,20.4,15.6,18,1
2392,16,9.6,12.8,0
2393,20.6,9.4,15,1
2394,19.2,10,14.6,0
2395,18.4,11.2,14.8,0
2396,19.2,14.2,16.7,1
2397,18.4,13,15.7,0
2398,19.2,11.4,15.3,0
2399,18.4,12,15.2,1
2400,19.4,13,16.2,1
2401,20.4,13.6,17,1
2402,18,11.8,14.9,0
2403,21,8.4,14.7,0
2404,18.8,12.6,15.7,1
2405,17.8,13.2,15.5,1
2406,20.4,15.4,17.9,0
2407,20,15.2,17.6,1
2408,19,14.2,16.6,1
2409,19.8,20,19.9,1
2410,19.4,17.8,18.6,1
2411,20.4,20,20.2,1
2412,16.4,8.6,12.5,0
2413,16.8,14.4,15.6,0
2414,18.6,19.2,18.9,1
2415,19.2,16,17.6,1
2416,17.8,11.6,14.7,0
2417,20.2,20.8,20.5,1
2418,18.6,17.4,18,1
2419,18.6,17.8,18.2,1
2420,19.8,15,17.4,1
2421,19,16.8,17.9,1
2422,19.8,17.4,18.6,1
2423,17.2,15,16.1,1
2424,18.2,15,16.6,1
2425,19.2,14.4,16.8,1
2426,18.8,9.2,14,0
2427,17.8,12.2,15,1
2428,17.4,12.2,14.8,0
2429,17.4,11.8,14.6,0
2430,17.8,9.8,13.8,0
2431,17,10,13.5,0
2432,19.2,9,14.1,0
2433,19.2,13.4,16.3,1
2434,20.2,10.4,15.3,1
2435,18.6,12.4,15.5,0
2436,20,12.6,16.3,0
2437,19,12,15.5,1
2438,21.6,12.4,17,0
2439,22,12,17,0
2440,18,16.2,17.1,1
2441,17.8,11.8,14.8,0
2442,16.4,14,15.2,0
2443,17.8,20,18.9,1
2444,18.2,14.8,16.5,0
2445,14.8,19,16.9,1
2446,17.8,8.4,13.1,0
2447,19.4,17.2,18.3,1
2448,18.8,12.2,15.5,1
2449,17.4,15.2,16.3,0
2450,18,13.2,15.6,0
2451,17.2,14.2,15.7,1
2452,18.4,11.2,14.8,0
2453,19,11.6,15.3,0
2454,20,10.8,15.4,1
2455,19.8,10.8,15.3,1
2456,20.4,13.6,17,1
2457,18.2,11.2,14.7,0
2458,11.8,16.4,14.1,0
2459,19,6.8,12.9,0
2460,19,10,14.5,0
2461,19.2,9.4,14.3,0
2462,19.2,11.2,15.2,1
2463,20.4,9.6,15,1
2464,17,17,17,1
2465,19,17.4,18.2,1
2466,15.8,16.2,16,1
2467,18.2,18.2,18.2,1
2468,20.8,17.4,19.1,0
2469,18.2,15,16.6,1
2470,20.6,15.8,18.2,1
2471,17,15,16,1
2472,20.6,17.2,18.9,0
2473,19.8,15.4,17.6,1
2474,19.8,17,18.4,0
2475,18.8,15,16.9,1
2476,18.4,13.2,15.8,1
2477,18.6,17.4,18,0
2478,17.2,12.4,14.8,1
2479,18,16.4,17.2,1
2480,20.8,13.2,17,1
2481,18.4,18.8,18.6,1
2482,16.4,8.6,12.5,0
2483,18.4,14.8,16.6,1
2484,13.8,10.2,12,0
2485,18,10.2,14.1,0
2486,20.2,15.8,18,1
2487,18,10,14,1
2488,10.8,17.4,14.1,1
2489,17.2,8.4,12.8,0
2490,18,8,13,0
